Date,^VIX
2013-01-31,14.279999732971191
2013-02-28,15.510000228881836
2013-03-31,12.699999809265137
2013-04-30,13.520000457763672
2013-05-31,16.299999237060547
2013-06-30,16.860000610351562
2013-07-31,13.449999809265137
2013-08-31,17.010000228881836
2013-09-30,16.600000381469727
2013-10-31,13.75
2013-11-30,13.699999809265137
2013-12-31,13.720000267028809
2014-01-31,18.40999984741211
2014-02-28,14.0
2014-03-31,13.880000114440918
2014-04-30,13.40999984741211
2014-05-31,11.399999618530273
2014-06-30,11.569999694824219
2014-07-31,16.950000762939453
2014-08-31,12.09000015258789
2014-09-30,16.309999465942383
2014-10-31,14.029999732971191
2014-11-30,13.329999923706055
2014-12-31,19.200000762939453
2015-01-31,20.969999313354492
2015-02-28,13.34000015258789
2015-03-31,15.289999961853027
2015-04-30,14.550000190734863
2015-05-31,13.84000015258789
2015-06-30,18.229999542236328
2015-07-31,12.119999885559082
2015-08-31,28.43000030517578
2015-09-30,24.5
2015-10-31,15.069999694824219
2015-11-30,16.1299991607666
2015-12-31,18.209999084472656
2016-01-31,20.200000762939453
2016-02-29,20.549999237060547
2016-03-31,13.949999809265137
2016-04-30,15.699999809265137
2016-05-31,14.1899995803833
2016-06-30,15.630000114440918
2016-07-31,11.869999885559082
2016-08-31,13.420000076293945
2016-09-30,13.289999961853027
2016-10-31,17.059999465942383
2016-11-30,13.329999923706055
2016-12-31,14.039999961853027
2017-01-31,11.989999771118164
2017-02-28,12.920000076293945
2017-03-31,12.369999885559082
2017-04-30,10.819999694824219
2017-05-31,10.40999984741211
2017-06-30,11.180000305175781
2017-07-31,10.260000228881836
2017-08-31,10.59000015258789
2017-09-30,9.510000228881836
2017-10-31,10.180000305175781
2017-11-30,11.279999732971191
2017-12-31,11.039999961853027
2018-01-31,13.539999961853027
2018-02-28,19.850000381469727
2018-03-31,19.969999313354492
2018-04-30,15.930000305175781
2018-05-31,15.430000305175781
2018-06-30,16.09000015258789
2018-07-31,12.829999923706055
2018-08-31,12.859999656677246
2018-09-30,12.119999885559082
2018-10-31,21.229999542236328
2018-11-30,18.06999969482422
2018-12-31,25.420000076293945
2019-01-31,16.56999969482422
2019-02-28,14.779999732971191
2019-03-31,13.710000038146973
2019-04-30,13.119999885559082
2019-05-31,18.709999084472656
2019-06-30,15.079999923706055
2019-07-31,16.1200008392334
2019-08-31,18.979999542236328
2019-09-30,16.239999771118164
2019-10-31,13.220000267028809
2019-11-30,12.619999885559082
2019-12-31,13.779999732971191
2020-01-31,18.84000015258789
2020-02-29,40.11000061035156
2020-03-31,53.540000915527344
2020-04-30,34.150001525878906
2020-05-31,27.510000228881836
2020-06-30,30.43000030517578
2020-07-31,24.459999084472656
2020-08-31,26.40999984741211
2020-09-30,26.3700008392334
2020-10-31,38.02000045776367
2020-11-30,20.56999969482422
2020-12-31,22.75
2021-01-31,33.09000015258789
2021-02-28,27.950000762939453
2021-03-31,19.399999618530273
2021-04-30,18.610000610351562
2021-05-31,16.760000228881836
2021-06-30,15.829999923706055
2021-07-31,18.239999771118164
2021-08-31,16.479999542236328
2021-09-30,23.139999389648438
2021-10-31,16.260000228881836
2021-11-30,27.190000534057617
2021-12-31,17.219999313354492
2022-01-31,24.829999923706055
2022-02-28,30.149999618530273
2022-03-31,20.559999465942383
2022-04-30,33.400001525878906
2022-05-31,26.190000534057617
2022-06-30,28.709999084472656
2022-07-31,21.329999923706055
2022-08-31,25.8700008392334
2022-09-30,31.6200008392334
2022-10-31,25.8799991607666
2022-11-30,20.579999923706055
2022-12-31,21.670000076293945
2023-01-31,19.399999618530273
2023-02-28,20.700000762939453
2023-03-31,18.700000762939453
2023-04-30,15.779999732971191
2023-05-31,17.940000534057617
2023-06-30,13.59000015258789
2023-07-31,13.630000114440918
2023-08-31,13.569999694824219
2023-09-30,17.520000457763672
2023-10-31,18.139999389648438
2023-11-30,12.920000076293945
2023-12-31,12.449999809265137
2024-01-31,14.350000381469727
2024-02-29,13.399999618530273
2024-03-31,13.010000228881836
2024-04-30,15.649999618530273
2024-05-31,12.920000076293945
2024-06-30,12.4399995803833
2024-07-31,16.360000610351562
2024-08-31,15.0
2024-09-30,16.729999542236328
2024-10-31,23.15999984741211
2024-11-30,13.510000228881836
2024-12-31,17.350000381469727
2025-01-31,16.43000030517578
2025-02-28,19.6299991607666
2025-03-31,22.280000686645508
2025-04-30,24.700000762939453
2025-05-31,18.56999969482422
2025-06-30,16.729999542236328
2025-07-31,16.719999313354492
2025-08-31,15.359999656677246
2025-09-30,16.280000686645508
2025-10-31,17.440000534057617
2025-11-30,16.350000381469727
2025-12-31,14.949999809265137
2026-01-31,17.440000534057617
2026-02-28,19.860000610351562
2026-03-31,25.25
2026-04-30,16.889999389648438
2026-05-31,15.319999694824219
